Kanda/Book,Sarga/Chapter,Shloka/Verse Number,English Translation
Bala Kanda,59,13,""" 'A Kshatriya is the officiator, and a profaner is the performer. How then the gods or sages can partake of the remnants of oblations in that ritual-assembly, especially that of a profaner?' Thus, the sons of Vashishta exclaimed. [1-59-13b, 14a]"
Bala Kanda,59,14,""" 'Though the Brahmans or the high-souled sages are now embarrassed by Vishvamitra, how can they go to heaven even after their demise, partaking of the food of a profaner? [1-59-14b, 15a]"
Bala Kanda,59,15,""" 'Oh, tigerly sage Vishvamitra, all the sons of Vashishta including Mahodaya spoke these derisive sentences with their eyes reddening in anger.' Thus, the disciples reported to Vishvamitra. [1-59-15b, 16a]"
Bala Kanda,59,16,"""The eminent sage Vishvamitra having heard those words of the sons of Vashishta from all of his disciples, said this rancorously with bloodshot eyes. [1-59-16b, 17a]"
Bala Kanda,59,17,""" 'He who reproves me, who am abiding in rigorous ascesis, and who am an unreprovable one by my ascetic merit, that irreverent person will be reduced to ashes, and there is no doubt about it. [1-59-17b, 18a]"
Bala Kanda,59,18,""" 'Now they will be dragged by the lasso of Time to the House of Yama, the Terminator, and from now to seven hundred births to come they take birth as devourers of corpses, come what may. [1-59-18b, 19a]"
Bala Kanda,59,19,""" 'Those who reprove me will be wandering about these mortal worlds on taking birth as disfigured and deformed beings in the ruthless sect of Mustika-s that always feed on dog's flesh. [1-59-19b, 20a]"
Bala Kanda,59,20,""" 'That wrong-headed Mahodaya also reproached me, who am irreproachable on my part, hence he gets into tribal-hood and becomes a reproachable tribal for the entire world. [1-59-20b, 21a]"
Bala Kanda,59,21,""" 'By my fury he obtains an utter barbarity and he will be occupied with a murderous bent, and he cycles through a worst possible living for a long time. [1-59-21b, 22a]"
Bala Kanda,59,22,"""On saying this much sentence of curse among the sages who have already arrived, that great-resplendent, greatly ascetic, great sage Vishvamitra paused."
Bala Kanda,60,1,"""The great-resplendent Vishvamitra on knowing through his ascetic power about the ruination of the sons of Vashishta, along with Mahodaya, proclaimed this amidst the observance of sages."" Sage Shataananda continued his narration of Trishanku's legend."
Bala Kanda,60,2,""" 'This legatee of Ikshvaku dynasty is well-know as Trishanku, a righteous and benevolent one. He came under my shelter as he wishes to win over the heaven of gods with his own mortal body.' So Vishvamitra started to speak to sages. [1-60-2, 3b]"
Bala Kanda,60,3,""" 'You all scholars have to conduct Vedic-ritual along with in such a way as to how Trishnaku reaches the heaven of gods.' Thus Vishvamitra advised the conductors of the ritual. [1-60-3b, 4a]"
Bala Kanda,60,4,"""On listening the words of Vishvamitra all those great-sages have come together and quickly discussed among themselves about what is agreeable to righteousness, as they are the knowers of scruples of conducting Vedic-rituals, but such a ritual is desultory. [1-60-4b, 5a]"
Bala Kanda,60,5,""" 'Whatever Vishvamitra says let it be translated entirely and exhaustively into deeds called ritual. This Vishvamitra is the legatee of Sage Kushi, and indeed he is a saint similar to Ritual-fire besides being an extremely furious person. Otherwise this awesome sage gives curse, rancorously. [1-60-5b, 6]"
Bala Kanda,60,6,""" 'As such, let the Vedic-ritual be conducted intending and enabling Trishanku, the legatee of Ikshvaku, to go to heaven by the ritualist prowess of Vishvamitra, therefor you conduct yourselves and you all preside over it.' Thus, the officiators conceded among themselves. [1-60-7, 8a]"
Bala Kanda,60,7,"""Concluding thus those great-sages undertook concerned works of that Vedic-ritual and the great-resplendent Vishvamitra himself became its principal officiator. [1-60-8b, 9a]"
Bala Kanda,60,8,"""Those hymnodists who are the experts in hymnodies have scripturally carried out all ceremonies in a methodical way with inviolable hymnal methods, and as per Kalpa treatise, that lays down the rules for conducting such rituals. [1-60-9b, 10a]"
Bala Kanda,60,9,"""After a long time that highly ascetical Vishvamitra welcomed all the gods to receive their allotted oblations in that ritual. [1-60-10b, 11a]"
Bala Kanda,60,10,"""Then all of the gods who are invited to partake of the oblation have not come forward to receive their allotments, and then the great-saint Vishvamitra, obsessive with fury, furiously lifted up a wooden-oblational-scoop, and said this to Trishanku. [1-60-11b, 12]"
Bala Kanda,60,11,""" 'Oh, ruler of people, now you shall see the potency of my ascesis which I personally achieved. Such as I am I shall lead you forth to haven with your own body just by my personal capability. Oh, king of people, now you will go to heaven with your own mortal body, which is otherwise unattainable. [1-60-13, 14a]"
Bala Kanda,60,12,""" 'May it be a little, but there is some fruit of my ascesis, isn't it! Oh, king, you will journey to heaven with your own body owing to that prowess of my ascesis.' Vishvamitra said so to Trishanku. [1-60-14b, 15a]"
Bala Kanda,60,13,"""Once the sage Vishvamitra said those words, oh, Rama of Kakutstha, that king Trishanku soared to heaven with his mortal body, before the very eyes of other sages."" Sage Shataananda continued. [1-60-15b, 16a]"
Bala Kanda,60,14,"""On seeing Trishanku's entry into the realm of heaven, Indra, the subjugator of demon Paaka, spoke this sentence together with all the multitudes of gods. [1-60-16b, 17a]"
Bala Kanda,60,15,""" 'Oh, Trishanku, you have not yet made heaven as your haunt, hence retrace your steps. As you are thrashed by the damning of your mentor Vashishta, you inane human, again fall down on earth, but with your head inversed. [1-60-17b, 18a]"
Bala Kanda,60,16,"""When Mahendra said so, Trishanku loudly exclaiming at the ascetically wealthy Vishvamitra saying, 'save me, save me,' and fell down from heaven. [1-60-18b, 19a]"
Bala Kanda,60,17,"""On hearing the exclamatory sentence of Trishanku who is shouting it loudly, Vishvamitra assumed an abnormal anger and also said, 'wait... wait...' [1-60-19b, 20a]"
Bala Kanda,60,18,"""Like the other Creator that resplendent Vishvamitra, himself staying among sages, has replicated Southerly Ursa Major in southerly direction. And still remaining amidst of sages that highly reputed sage Vishvamitra further started to replicate the stereotyped stocks of stars sequentially, resorting to the southern hemisphere, as he is convulsed in anger at Indra. [1-60-20b, 21, 22a]"
Bala Kanda,60,19,"""On replicating the stereotyped stocks of other galaxies and stars, and while fury continued to blemish him Vishvamitra said, 'I will now clone an alternative Indra, or let that realm created by me remain without any Indra,' and when he is about to proceed to clone even gods in his wrath, the gods are startled. [1-60-22b, 23]"
Bala Kanda,60,24,"""The gods are highly startled at Vishvamitra's creation, and they along with demons and with observances of hermits addressed the great-souled Vishvamitra with placatory words."
Bala Kanda,60,25,""" 'Oh great-fortunate Vishvamitra, this king Trishnaku is damned by his mentor, hence oh, ascetically wealthy sage, he is not at all eligible to go to heaven with his mortal body.' So said gods to Vishvamitra."
Bala Kanda,60,26,"""On hearing that sentence of those gods, the eminent saint Kaushika spoke this highly laudable sentence to all of the gods."
Bala Kanda,60,27,""" 'Let safety betide you all. I have promised to this king Trishanku that he will ascend to heaven with his mortal body, and I am not interested to make it untrue."
Bala Kanda,60,24,""" 'Let there be eternal heaven to Trishanku with his mortal body. Next, as along as the worlds remain, let all of these stars and galaxies I have created also remain eternally in their places as my creation. It will be apt of you all gods to accede to this.' So said Vishvamitra to gods. [1-60-28, 29]"
Bala Kanda,60,25,"""When all the gods are addressed thus they replied the eminent saint Vishvamitra saying, 'so be it! Safe you be! Let all the created objects prevail in their respective places. Those amazing and numerous stars you have created will remain in firmament, but outside the path of stelliform of Cosmic Person. Trishanku will also remain in the circle of stars you created, but upside-down, for Indra's indict cannot be annulled, and he will be gleaming like a star and similar to any celestial. [1-60-30, 31, 32a]"
Bala Kanda,60,26,""" 'According to their wont to circumambulate someone who has gone to heavenly worlds, all the stars will suppliantly circumambulate this best king Trishanku, who has achieved his ends and who has become an acclaimed one with your tour de force.' So said gods to Vishvamitra in deterring his further cloning of a simulative Universe. [1-60-32b, 33a]"
Bala Kanda,60,33,"""Even the benign-souled Vishvamitra, when reverenced by all gods, that great-resplendent sage without stirring himself from among the sages said to all gods, 'Agreed!'"
Bala Kanda,60,34,"""Oh, best one among men Rama, later at the end of that ritual great-souled gods and ascetically wealthy sages went away as they have come. Thus Sage Shataananda continued the narration of the legend."
Bala Kanda,61,1,"""Oh, manly-tiger Rama, on giving farewell to those sages who came at his invitation and who have started to go back after the ritual of Trishanku is over, then that great-resplendent Vishvamitra spoke to all of the sages who are forest dwellers that remained with him."" Thus Shatananda continued to narrate the legend of Vishvamitra."
Bala Kanda,61,2,""" 'While depending on this southern quarter this gross hindrance has cropped up for my ascesis in the shape of Trishanku's ascent to heaven, hence we will go to another direction, and there we continue ascesis."
Bala Kanda,61,3,""" 'Oh, great-souled sages, we can conveniently undertake our ascesis in the vast of westerly direction where holy lakesides are there. That would be an august ascetical forest, isn't it.' Thus Vishvamitra said to fellow sages in his camp."
Bala Kanda,61,4,"""On saying thus that most brilliant and great saint Vishvamitra performed an unhindered and rigorous ascesis subsisting only on fruits and tubers after reaching the lakeside of holy lakes."
Bala Kanda,61,5,"""In the meanwhile the great king of Ayodhya, renowned as Ambariisha, embarked on to perform a Vedic-ritual."
Bala Kanda,61,6,"""But Indra impounded the animal of the principal of that ritual, namely king Ambariisha, and when that animal is really vanished, the officiant Brahman of the ritual spoke this to that king."
Bala Kanda,61,7,""" 'Oh, king, the animal you have fetched for the ritual has gone astray owing to your incautiousness. Oh, king, unguarded items of the ritual will themselves become destructive blemishes for that king who is performing the ritual."
